"Gene_Symbol","Entrez"
"LRRC75B","388886"
"ARFGAP1","55738"
"ITGA11","22801"
"ITPRIP","85450"
"GATA2-AS1","101927167"
"JUNB","3726"
"SEMA4B","10509"
"AP4M1","9179"
"PTGES3L","100885848"
"BHLHA15","168620"
"MEIS3","56917"
"ISG20L2","81875"
"GPR61","83873"
"SPTBN4","57731"
"SCPEP1","59342"
"PPIEL","728448"
"DACT2","168002"
"WNK2","65268"
"APBA3","9546"
"LAMB2","3913"
"LCAT","3931"
"MYBBP1A","10514"
"SAMD10","140700"
"BCRP3","644165"
"SNCG","6623"
"IKBKE","9641"
"FAM106A","80039"
"UROC1","131669"
"TSPYL2","64061"
"HBA1","3039"
"TBC1D24","57465"
"CDHR3","222256"
"SH2D3C","10044"
"DEGS2","123099"
"ITGB4","3691"
"CHRD","8646"
"PLXNA3","55558"
"RECQL5","9400"
"SEZ6","124925"
"PRELID3A","10650"
"PLEC","5339"
"ARSA","410"
"FAM156B","727866"
"RNF31","55072"
"RASA4DP","100133005"
"LHX4-AS1","100527964"
"BACH1-IT2","100874322"
"PROSER2","254427"
"SPNS1","83985"
"PLCG1","5335"
"ARSG","22901"
"DHRS12","79758"
"IGSF10","285313"
"SUGP2","10147"
"MIR3671","100500854"
"DLGAP1-AS2","84777"
"DGKQ","1609"
"CAPN14","440854"
"IQSEC3","440073"
"RELL1","768211"
"SARS2","54938"
"SNHG11","128439"
"LOC100129316","100129316"
"MTHFR","4524"
"DIP2A-IT1","100862692"
"IL11","3589"
"NSUN2","54888"
"TMEM272","283521"
"SCN11A","11280"
"FZR1","51343"
"RPL23AP87","388574"
"BRSK2","9024"
"STARD4-AS1","100505678"
"CTSK","1513"
"JAK3","3718"
"LINC02280","101929634"
"SLC4A1","6521"
"STX18-AS1","100507266"
"NDUFB2-AS1","100134713"
"GTPBP2","54676"
"RASA4CP","401331"
"SHC1","6464"
"IGF2BP3","10643"
"LINC01257","116437"
"TRPV2","51393"
"SETDB1","9869"
"PRR5","55615"
"TMEM266","123591"
"CLDN1","9076"
"C5AR1","728"
"SNORA16A","692073"
"ZNF346","23567"
"DHRS1","115817"
"FOXC1","2296"
"LOC730183","730183"
"ZNF598","90850"
"DHRS11","79154"
"DDX60","55601"
"ZDHHC8","29801"
"ZNF789","285989"
"BAHCC1","57597"
"MED22","6837"
"PYGL","5836"
"RBM6","10180"
"DPP7","29952"
"LYPD1","116372"
"COL28A1","340267"
"MIR6829","102465977"
"PARP14","54625"
"PNMA6F","105373377"
"HERC2P10","390561"
"SNORD115-38","100033812"
"ACE","1636"
"HCG24","414768"
"XKRX","402415"
"INPPL1","3636"
"RBM33","155435"
"RAC2","5880"
"LOC101928416","101928416"
"FNDC10","643988"
"LINC01535","101927667"
"ACVRL1","94"
"MIR380","494329"
"SNORD86","692201"
"PRPF3","9129"
"IMPA1P1","650747"
"MTUS2","23281"
"FOXF1","2294"
"TNFRSF10B","8795"
"GTF2IRD1P1","729156"
"LOXL1-AS1","100287616"
"KIF9","64147"
"SHD","56961"
"TREX1","11277"
"UNC5CL","222643"
"ASIC4","55515"
"OAS1","4938"
"TRIM46","80128"
"ZYX","7791"
"OR52N4","390072"
"SLC14A2-AS1","101927980"
"GRIN2C","2905"
"KLF2","10365"
"MCF2L-AS1","100289410"
"PCSK7","9159"
"SLC2A4RG","56731"
"TRAF4","9618"
"ABCB9","23457"
"MIR3174","100422841"
"TMEM39B","55116"
"CPSF1","29894"
"ZNF630","57232"
"SLC9A3","6550"
"PLA2G4C","8605"
"SH2B2","10603"
"RBCK1","10616"
"GOLGA2P10","80154"
"SYT2","127833"
"ADCK1","57143"
"KLK5","25818"
"WASH3P","374666"
"PLAU","5328"
"DDX60L","91351"
"ERVK13-1","100507321"
"RAB43","339122"
"TRIM71","131405"
"LDHC","3948"
"LOC101927691","101927691"
"HAS3","3038"
"LOC285889","285889"
"POLL","27343"
"TGFB1I1","7041"
"COL16A1","1307"
"ZNF512B","57473"
"PALMD","54873"
"LOC441081","441081"
"DLX2","1746"
"SNORD58C","100124516"
"CUL9","23113"
"ISG20","3669"
"FER1L6","654463"
"NPAP1","23742"
"KCNE2","9992"
"LMTK3","114783"
"CNNM4","26504"
"LINC00870","201617"
"APOLD1","81575"
"PHRF1","57661"
"COL4A1","1282"
"TCF7","6932"
"TOX2","84969"
"MYO7A","4647"
"TMEM217","221468"
"FRG1-DT","728339"
"RRAD","6236"
"SREBF1","6720"
"ABCD4","5826"
"RELL2","285613"
"C1orf54","79630"
"CCDC120","90060"
"MIR548T","100422849"
"C21orf58","54058"
"MIR671","768213"
"CENPVL3","347549"
"PGAP2","27315"
"DPT","1805"
"PCDHB13","56123"
"RIN1","9610"
"PCDHA1","56147"
"LINC02283","105377656"
"ASGR1","432"
"GOLGA6L5P","374650"
"PMS2P7","100101440"
"DNAJC17","55192"
"SPG7","6687"
"PRKD2","25865"
"DND1","373863"
"RAD52","5893"
"ZNF692","55657"
"SLC39A13","91252"
"GPAT3","84803"
"ZBTB8B","728116"
"PCDHGA11","56105"
"ADGRG1","9289"
"SLC2A6","11182"
"HCST","10870"
"ADORA2B","136"
"RASGRP2","10235"
"GRM4","2914"
"SETD1B","23067"
"MIR646HG","284757"
"LOC100190986","100190986"
"PFKFB4","5210"
"CLEC4M","10332"
"C10orf67","256815"
"ANAPC2","29882"
"RBP4","5950"
"DUSP15","128853"
"PSMB8","5696"
"LOC285638","285638"
"SPAG5","10615"
"TTC23L","153657"
"SLC38A7","55238"
"NEU4","129807"
"PMS2P4","5382"
"EPHB4","2050"
"NPNT","255743"
"LINC01461","103695366"
"FXYD5","53827"
"GLUD1P3","2749"
"LOC100129534","100129534"
"MINDY4","84182"
"CASQ2","845"
"HEATR4","399671"
"C1orf162","128346"
"CACNA1C","775"
"SF3A2","8175"
"HESX1","8820"
"ZNF487","642819"
"PPIAP30","100192204"
"B3GALT5-AS1","114041"
"LOC101929457","101929457"
"NR4A2","4929"
"NKILA","105416157"
"MTG2","26164"
"SCN5A","6331"
"TRPM2","7226"
"ZSCAN5A","79149"
"PRAM1","84106"
"AEN","64782"
"LOC100996437","100996437"
"HGFAC","3083"
"CARD16","114769"
"FGFR3","2261"
"LOC100130587","100130587"
"PPT2-EGFL8","100532746"
"MIR3680-1","100500917"
"MIR3680-2","100847041"
"TACC2","10579"
"MIR939","100126351"
"TTC39A","22996"
"AARD","441376"
"IGDCC3","9543"
"CCDC157","550631"
"CCDC134","79879"
"COMTD1","118881"
"SAMMSON","101927152"
"FALEC","100874054"
"INMT-MINDY4","100526825"
"MIR29B2CHG","100128537"
"ZNF790-AS1","284408"
"ECSCR","641700"
"CRACR2A","84766"
"ATG2A","23130"
"GTF2IP7","101927126"
"LINC02054","105374250"
"LINC01126","100129726"
"HSPA12B","116835"
"CCHCR1","54535"
"FAM167B","84734"
"SMIM3","85027"
"SNORD115-3","100033440"
"SNORD115-46","100873857"
"MIDN","90007"
"ZNF628","89887"
"RGS8","85397"
"PCDH15","65217"
"TNS2","23371"
"LUC7L","55692"
"ATP12A","479"
"SPATA20","64847"
"LINC00407","106144541"
"USP43","124739"
"GMIP","51291"
"NPFFR1","64106"
"ACY1","95"
"HYAL1","3373"
"HBA2","3040"
"ZDHHC1","29800"
"NUP210","23225"
"PPAN-P2RY11","692312"
"ZBTB11-AS1","100009676"
"AKAP17A","8227"
"PXN-AS1","100506649"
"SLC7A10","56301"
"SEMA4G","57715"
"PROSER3","148137"
"ZNF663P","100130934"
"CYP4F35P","284233"
"BRD1","23774"
"PMAIP1","5366"
"CALML4","91860"
"ESR2","2100"
"NUP85","79902"
"ICAM2","3384"
"SNORD59A","26789"
"ADAMTS20","80070"
"MIR6845","102466748"
"SAMD3","154075"
"ZBTB49","166793"
"GIGYF1","64599"
"ADAMTS6","11174"
"GALNT14","79623"
"GGT7","2686"
"MAPKBP1","23005"
"CYP3A5","1577"
"MIR4477A","100616184"
"ZNF426-DT","101928238"
"DNMT3A","1788"
"HCG20","105375013"
"TNKS1BP1","85456"
"RN7SL832P","106479524"
"PAN2","9924"
"GAA","2548"
"AIRN","100271873"
"MPO","4353"
"RSU1P2","100133308"
"KY","339855"
"NYNRIN","57523"
"CSMD1","64478"
"LCA5L","150082"
"NT5C","30833"
"ALG1L9P","285407"
"DENND6B","414918"
"CLTCL1","8218"
"PHKA2","5256"
"GNLY","10578"
"LINC01335","102503429"
"TSPOAP1","9256"
"PYDC2","152138"
"GRID2IP","392862"
"CEACAM1","634"
"LINC00923","91948"
"FGD5P1","100132526"
"MIR619","693204"
"CEP89","84902"
"TRPV6","55503"
"KLRC4-KLRK1","100528032"
"FMNL3","91010"
"LINC00999","399744"
"MMD2","221938"
"MMD2","100505381"
"KCNH1-IT1","100874296"
"EGFL7","51162"
"NRG2","9542"
"ZNF862","643641"
"LRRC25","126364"
"MIR9-3HG","254559"
"TOP3A","7156"
"PDZD7","79955"
"NAT9","26151"
"GLT8D2","83468"
"RNF215","200312"
"GREB1L","80000"
"SFXN5","94097"
"SNORD116-14","100033426"
"HGSNAT","138050"
"GPC2","221914"
"SCARNA6","677772"
"PCDHB5","26167"
"SNX32","254122"
"PHYKPL","85007"
"PIGO","84720"
"TRAF3IP2","10758"
"DNAH9","1770"
"ADA2","51816"
"SSTR4","6754"
"GSDMD","79792"
"KCNE1","3753"
"SARM1","23098"
"IGFL2","147920"
"CACNA1S","779"
"AGPAT2","10555"
"LOC100996664","100996664"
"SNORD115-2","100033437"
"THBS4","7060"
"SYNE2","23224"
"NGB","58157"
"FAM237A","200726"
"RARG","5916"
"ULK3","25989"
"VWA2","340706"
"ATP13A1","57130"
"PODXL","5420"
"LMF1","64788"
"MVD","4597"
"ZBTB48","3104"
"TACC3","10460"
"DPH7","92715"
"MYO7B","4648"
"BIN3","55909"
"FAAH2","158584"
"EHMT1","79813"
"PMS2P5","5383"
"ECHDC3","79746"
"GEN1","348654"
"COG7","91949"
"FANK1","92565"
"E4F1","1877"
"TVP23A","780776"
"SFSWAP","6433"
"LTBP4","8425"
"ADGRV1","84059"
"TUBB6","84617"
"TERB1","283847"
"PNMA3","29944"
"LINC01574","102577424"
"LINC02145","401172"
"KCNJ1","3758"
"FAM157A","728262"
"RNF43","54894"
"COBLL1","22837"
"ZNF517","340385"
"TCAM1P","146771"
"CAD","790"
"DUS1L","64118"
"ACAP3","116983"
"MIR648","693233"
"FAM89A","375061"
"OXCT2","64064"
"KRT17P1","147228"
"LINC02082","100507661"
"PCDHB11","56125"
"GRM2","2912"
"LINC01411","101928176"
"RFX2","5990"
"LINC02256","100996255"
"RGS20","8601"
"MIR1908","100302263"
"CPSF4","10898"
"PTPRB","5787"
"HES5","388585"
"ARHGEF19","128272"
"STPG4","285051"
"PCDHGB5","56101"
"GYS1","2997"
"SEMA6C","10500"
"ORC1","4998"
"METTL21C","196541"
"STK10","6793"
"FZD9","8326"
"ULK4","54986"
"TOP3B","8940"
"MZF1","7593"
"SLC26A1","10861"
"HTATSF1P2","401233"
"ZBTB46","140685"
"RBMS3","27303"
"DIRC3","729582"
"SNORD128","106632271"
"EPHA10","284656"
"CTHRC1","115908"
"CHRNA10","57053"
"CYYR1","116159"
"ATP8B3","148229"
"STX16-NPEPL1","100534593"
"MROH7-TTC4","100527960"
"TAL1","6886"
"CARD19","84270"
"FHOD1","29109"
"LPCAT3","10162"
"RPSAP9","653162"
"SLC8B1","80024"
"NBPF8","728841"
"TRIM21","6737"
"SNORA3B","677826"
"TMEM259","91304"
"SNORA3A","619562"
"EMCN","51705"
"SPIRE2","84501"
"GPT","2875"
"FBXL12","54850"
"ANKRD18B","441459"
"CALY","50632"
"SLC17A6","57084"
"TMEM94","9772"
"OVOL2","58495"
"NBPF19","101060226"
"EDN3","1908"
"D2HGDH","728294"
"IPO4","79711"
"TCTN2","79867"
"RAB40AL","282808"
"PLK5","126520"
"FAM156A","29057"
"CCDC142","84865"
"TMEM44","93109"
"MROH8","140699"
"HTR6","3362"
"CD99P1","401577"
"FAM227A","646851"
"TTC31","64427"
"LIMD2","80774"
"EIF4EBP1","1978"
"C5orf47","133491"
"LDHD","197257"
"GALE","2582"
"GNA14","9630"
"TMEM44-AS1","100507297"
"P2RY11","5032"
"OR7E2P","8587"
"VPS9D1","9605"
"SLC35C2","51006"
"FAM193B","54540"
"LOC105379252","105379252"
"SALL3","27164"
"TRIM67","440730"
"ANKRD62","342850"
"ATG16L2","89849"
"MIR5194","100847051"
"LINC00365","100874146"
"FAM86C2P","645332"
"HRH2","3274"
"APOL1","8542"
"RPS6KL1","83694"
"ROPN1B","152015"
"NKAIN4","128414"
"LINC01547","84536"
"LINC00537","203274"
"MUTYH","4595"
"SOHLH1","402381"
"LINC00970","101978719"
"ASPN","54829"
"LINC02313","105370439"
"FXYD3","5349"
"SIM2","6493"
"NOL6","65083"
"METTL22","79091"
"RAMP3","10268"
"ASPSCR1","79058"
"MIR2861","100422910"
"DANT2","642776"
"TMEM201","199953"
"LMO1","4004"
"TRIM45","80263"
"LOC101929653","101929653"
"CD200R1","131450"
"PDLIM2","64236"
"CREB3L3","84699"
"CRYBG1","202"
"ZNF767P","79970"
"LINC00629","100506757"
"ANKRD20A12P","100874392"
"OR51E2","81285"
"C16orf74","404550"
"PDE4C","5143"
"ADCK5","203054"
"COL23A1","91522"
"CYP24A1","1591"
"FLT3LG","2323"
"DPRXP4","503645"
"C2orf66","401027"
"SLC38A3","10991"
"CLEC17A","388512"
"MIR595","693180"
"TMEM35B","100506144"
"SNORD116-8","100033420"
"SLC2A11","66035"
"CCDC65","85478"
"ATP2A3","489"
"NPM2","10361"
"ANKDD1A","348094"
"MORC1","27136"
"LOC652276","652276"
"TSKU","25987"
"ZNF815P","401303"
"PI4KAP2","375133"
"FPR2","2358"
"SNORD116-13","100033425"
"TMEM72-AS1","220980"
"TCIRG1","10312"
"MIR8485","103504737"
"FBLIM1","54751"
"TSPYL6","388951"
"FAM239B","729162"
"SCARA3","51435"
"LINC00852","84657"
"INTS11","54973"
"ZNF337-AS1","102724826"
"MEG3","55384"
"INHBB","3625"
"MTG1","92170"
"VSIR","64115"
"GLIS1","148979"
"MIR6883","102465532"
"ANKRD24","170961"
"AOC2","314"
"SNORA50B","109616998"
"ASB16-AS1","339201"
"KIF9-AS1","285352"
"MAGEC3","139081"
"SHPK","23729"
"RIBC1","158787"
"CPNE7","27132"
"MIR3916","100500849"
"MIR5579","100847000"
"CELSR3","1951"
"ARHGEF40","55701"
"PKN3","29941"
"HSD17B7P2","158160"
"FLVCR2","55640"
"FNBP4","23360"
"TBX15","6913"
"ZNF500","26048"
"RRN3P2","653390"
"TMCO4","255104"
"PLEKHO2","80301"
"LINC02033","105377031"
"SV2C","22987"
"ZNF764","92595"
"TEPSIN","146705"
"MBD6","114785"
"PAQR7","164091"
"C6orf118","168090"
"CCDC88B","283234"
"MELTF","4241"
"CDK5RAP3","80279"
"WASH2P","375260"
"KIF4B","285643"
"C19orf44","84167"
"VSIG1","340547"
"LINC00632","286411"
"SFXN2","118980"
"SAXO2","283726"
"ZNF335","63925"
"SULF2","55959"
"SPATA25","128497"
"ADAM28","10863"
"OSGEP","55644"
"FREM2","341640"
"HPR","3250"
"DENND2C","163259"
"FBXW12","285231"
"ISG15","9636"
"RBM19","9904"
"PAPSS2","9060"
"MAGED4B","81557"
"ACVR2B-AS1","100128640"
"LRRC17","10234"
"KLHDC4","54758"
"PIGQ","9091"
"LOC100630923","100630923"
"TRMU","55687"
"CYP2C8","1558"
"IFT172","26160"
"PIGG","54872"
"DAPK1-IT1","100506897"
"MAGED4","728239"
"MEFV","4210"
"LINC02112","285692"
"STAG3L1","54441"
"USP36","57602"
"SNORA89","106635522"
"CTC1","80169"
"DIRC3-AS1","105373877"
"SNORD167","109623456"
"WDR18","57418"
"PKMYT1","9088"
"MIR612","693197"
"FZD10","11211"
"C9orf163","158055"
"LTK","4058"
"PDCL3P4","285359"
"PIN4P1","728758"
"LOC105373156","105373156"
"FAM83H","286077"
"DCHS1","8642"
"SNORA54","677833"
"MT1F","4494"
"C6orf141","135398"
"DDX51","317781"
"UCKL1","54963"
"SNORD168","109623457"
"BRWD1-AS2","103091865"
"SLC16A3","9123"
"LRRC43","254050"
"TMEM63C","57156"
"SOCS2-AS1","144481"
"C16orf96","342346"
"C8orf58","541565"
"MMP28","79148"
"LOC100507634","100507634"
"BRAT1","221927"
"MIR3679","100500878"
"ATP8B2","57198"
"LINC02352","102725022"
"TYK2","7297"
"SNORD115-31","100033805"
"CCND2-AS1","103752584"
"PRMT7","54496"
"STK19","8859"
"MC1R","4157"
"LMF2","91289"
"ACTG1P20","644961"
"KCNJ16","3773"
"LOC101928279","101928279"
"PPIL2","23759"
"MAP3K14-AS1","100133991"
"LOC101927830","101927830"
"BMP1","649"
"AMDHD2","51005"
"CHFR","55743"
"MFSD2B","388931"
"TMPRSS3","64699"
"PLEKHA7","144100"
"ANKRD22","118932"
"LINC01727","101929625"
"NAA40","79829"
"SPRY4-IT1","100642175"
"SCRN2","90507"
"PRKRIP1","79706"
"SLFNL1","200172"
"SLC5A6","8884"
"KIF24","347240"
"ADAMTS1","9510"
"FAM95C","100289137"
"RGS22","26166"
"DKFZP434A062","26102"
"LINC01703","105373113"
"TNRC18","84629"
"URAHP","100130015"
"SPACA6","147650"
"OGFOD2","79676"
"IL6R","3570"
"TMC3","342125"
"SDHAP1","255812"
"GIMAP8","155038"
"STK11IP","114790"
"MXRA8","54587"
"PLK1","5347"
"ITFG2","55846"
"DNHD1","144132"
"SNORD159","109623452"
"EVC","2121"
"HAS2","3037"
"ACSM5","54988"
"CSNK2A3","283106"
"GTF2IP20","441124"
"SLC26A8","116369"
"LAG3","3902"
"ROR2","4920"
"HORMAD1","84072"
"STARD9","57519"
"AP1S3","130340"
"COLQ","8292"
"SDK1","221935"
"SMIM24","284422"
"CYP2E1","1571"
"CDAN1","146059"
"FLJ32255","643977"
"USP35","57558"
"ASPG","374569"
"SDCBP2","27111"
"CYP4A22","284541"
"LOC727751","727751"
"LTC4S","4056"
"FRY-AS1","100507099"
"SLC5A8","160728"
"FCGR1CP","100132417"
"SORBS3","10174"
"LINC01013","100507254"
"GYPE","2996"
"LINC00921","283876"
"TYSND1","219743"
"ANKRD23","200539"
"CHST8","64377"
"VWA7","80737"
"BCO1","53630"
"SNORD115-18","100033456"
"METRNL","284207"
"INPP5E","56623"
"SLC43A1","8501"
"WNT7B","7477"
"ABHD11","83451"
"LINC02449","101927905"
"PASK","23178"
"GTF2IRD1","9569"
"LINC01776","729987"
"CALHM6","441168"
"FZD10-AS1","440119"
"PDIA5","10954"
"SLC37A4","2542"
"LINC00595","414243"
"SNORD115-26","100033802"
"NBPF12","149013"
"RAMP2","10266"
"LINC01992","105371708"
"CATSPERZ","25858"
"ODF2","4957"
"DGKA","1606"
"KLRC3","3823"
"LINC00951","401260"
"CACNA1A","773"
"MIR3681HG","100506457"
"TICRR","90381"
"TSPAN2","10100"
"EMC3-AS1","442075"
"LINC00092","100188953"
"MIB2","142678"
"NLRC5","84166"
"DTX2P1-UPK3BP1-PMS2P11","441263"
"AGBL2","79841"
"PCNT","5116"
"C22orf23","84645"
"DNAJB13","374407"
"CKMT2","1160"
"GDPD3","79153"
"CFL1P1","142913"
"ETNK2","55224"
"PCDHGB3","56102"
"CLUHP3","100132341"
"C1orf226","400793"
"MIR570","693155"
"ARHGAP11B","89839"
"PLXNB2","23654"
"GASAL1","401472"
"ADGRG5","221188"
"PCBP3","54039"
"ATP7B","540"
"SNORA27","619499"
"KCNMB3","27094"
"LINC00898","400932"
"NFKB2","4791"
"ASB18","401036"
"LINC00965","349196"
"ADORA2A","135"
"LRIT3","345193"
"OXCT2P1","192217"
"FREM1","158326"
"ENDOU","8909"
"SNORD115-17","100033455"
"LINC01250","101927554"
"SNORD116-1","100033413"
"CACNA2D4","93589"
"MYO1C","4641"
"SNORA71E","677821"
"LINC01164","399827"
"ZFHX2","85446"
"OSBPL7","114881"
"IL3RA","3563"
"LINC01284","101926971"
"LOC101927237","101927237"
"MARVELD1","83742"
"CDT1","81620"
"CSAD","51380"
"LINC00354","101928616"
"SNORD124","101340251"
"CACNG5","27091"
"PIEZO1","9780"
"STKLD1","169436"
"HECTD2-AS1","100188947"
"PATJ","10207"
"TPBGL","100507050"
"PPP1R15A","23645"
"FAM86B2","653333"
"TECTA","7007"
"BMS1P21","100288974"
"RMI2","116028"
"LAS1L","81887"
"SNORD115-43","100033817"
"FSTL3","10272"
"NBPF10","100132406"
"COL8A1","1295"
"CRYBB3","1417"
"TNFAIP2","7127"
"DHRS13","147015"
"ZNF66","7617"
"FAM226B","653687"
"RNF157-AS1","100507218"
"SYCP2L","221711"
"PANO1","101927423"
"ZFYVE28","57732"
"SNORD115-29","100033803"
"TSNARE1","203062"
"PSCA","8000"
"RGS9","8787"
"LOC101929767","101929767"
"NRM","11270"
"ZNF33BP1","100419868"
"ERC2-IT1","711"
"FAM182B","728882"
"SLC26A6","65010"
"RFX1","5989"
"NBPF26","101060684"
"AGBL1","123624"
"MAU2","23383"
"GAPT","202309"
"FAM226A","203429"
"SDHAP3","728609"
"RAB20","55647"
"CMYA5","202333"
"CRISPLD2","83716"
"FTCD","10841"
"OTOS","150677"
"SLC35G5","83650"
"LOC729609","729609"
"ITGA5","3678"
"LOC100128340","100128340"
"PMS2CL","441194"
"NTM-IT","100874281"
"DCAF15","90379"
"PGAP3","93210"
"DGCR11","25786"
"FAM163A","148753"
"CHPF2","54480"
"TEX26","122046"
"TARBP1","6894"
"TFAP2C","7022"
"LOC100289561","100289561"
"ACACB","32"
"NTN3","4917"
"CARD9","64170"
"PCDHB6","56130"
"MS4A8","83661"
"MIR548AA1","100500863"
"SCML4","256380"
"MYB","4602"
"IFFO1","25900"
"STAG3L5P","101735302"
"EP400P1","347918"
"MIR943","100126332"
"SLA2","84174"
"OAS2","4939"
"PXN","5829"
"CRH","1392"
"SHE","126669"
"RPS6KA2-IT1","100874353"
"COL4A2","1284"
"NUPR2","389493"
"STAG3L2","442582"
"LOC100134317","100134317"
"OVCA2","124641"
"ANKRD20A11P","391267"
"DTX2","113878"
"SNORA49","677829"
"ANKK1","255239"
"ETV7","51513"
"NBPF11","200030"
"PIP5KL1","138429"
"CCDC88C","440193"
"LOC105447645","105447645"
"PHLDB3","653583"
"NPIPA3","642778"
"NDST2","8509"
"AKAP8L","26993"
"C2CD4C","126567"
"HIGD1B","51751"
"LINC00473","90632"
"CYP4F29P","54055"
"RIBC2","26150"
"GNG11","2791"
"MIR4524A","100616316"
"MYBPHL","343263"
"MIR34AHG","106614088"
"PFN1P2","767846"
"NPIPA2","642799"
"IL12A","3592"
"ZNF783","100289678"
"CCDC87","55231"
"GPR45","11250"
"MIR663B","100313824"
"HIC2","23119"
"PCDHB19P","84054"
"LHCGR","3973"
"KRT18","3875"
"PKLR","5313"
"CNGA3","1261"
"LOC101929380","101929380"
"CACNA1G","8913"
"HCG26","352961"
"ITIH5","80760"
"MIR641","693226"
"RSPH10B","222967"
"RSPH10B2","728194"
"RIPK1","8737"
"OLFML1","283298"
"GEMIN7-AS1","105372419"
"CASP6","839"
"SCARNA13","677768"
"KAT2A","2648"
"LOC100130987","100130987"
"DNM1P35","100128285"
"LINC01347","731275"
"MIR1182","100302132"
"CEBPB-AS1","101927559"
"MIR4658","100616439"
"HSF2BP","11077"
"FAM66E","100132103"
"ABCB4","5244"
"LOC728989","728989"
"B3GALT5","10317"
"GPR17","2840"
"EXOC3-AS1","116349"
"KRBA1","84626"
"ADGRA1-AS1","100128127"
"SDR9C7","121214"
"OBSL1","23363"
"CCM2L","140706"
"NTSR1","4923"
"CDK3","1018"
"QTRT1","81890"
"LOC105371880","105371880"
"XYLB","9942"
"DCSTAMP","81501"
"PLSCR3","57048"
"CLEC11A","6320"
"DHX34","9704"
"GSDMB","55876"
"ANO2","57101"
"ALAS2","212"
"TREX2","11219"
"CRHR1","1394"
"RDH16","8608"
"CD248","57124"
"MIR6837","102466985"
"GLI4","2738"
"FAM157B","100132403"
"KMT5C","84787"
"TEKT3","64518"
"PSTPIP2","9050"
"MIR4762","100616253"
"PDXDC2P-NPIPB14P","283970"
"MAMDC4","158056"
"WFIKKN1","117166"
"NPHP4","261734"
"ABCB8","11194"
"AMT","275"
"DBF4B","80174"
"SOX13","9580"
"MIATNB","102724827"
"HDAC6","10013"
"ANO8","57719"
"UBE2CP5","100874260"
"LINC00488","677779"
"POLR2J4","84820"
"HDAC10","83933"
"TCN2","6948"
"PLPP5","84513"
"RPS6KB2","6199"
"CDA","978"
"SUN3","256979"
"ZMYND15","84225"
"PRPF40B","25766"
"SNORD116-24","100033435"
"LINC01637","101928891"
"STARD8","9754"
"NKPD1","284353"
"HRCT1","646962"
"OR2M4","26245"
"EFNA2","1943"
"FOXD4L3","286380"
"PCDHB18P","54660"
"CCNL2","81669"
"OGFR","11054"
"ACR","49"
"PDLIM7","9260"
"GRIP2","80852"
"HILPDA","29923"
"RADIL","55698"
"SLC9A3-AS1","100288152"
"BCAM","4059"
"P2RY14","9934"
"MRI1","84245"
"ABCC11","85320"
"LOC105377763","105377763"
"CCDC159","126075"
"SPEG","10290"
"NLRP2","55655"
"KIF7","374654"
"SLC4A5","57835"
"FHAD1","114827"
"PRDM12","59335"
"CACNA1B","774"
"ARHGEF15","22899"
"NXF5","55998"
"REC8","9985"
"OTOF","9381"
"SLC24A3","57419"
"MIR575","693160"
"AP5Z1","9907"
"C1orf220","400798"
"VSIG8","391123"
"SLC43A3","29015"
"KLHL41","10324"
"CLEC14A","161198"
"ITGA3","3675"
"PMS2P3","5387"
"POPDC2","64091"
"MLXIP","22877"
"LOC441052","441052"
"LINC01918","105373984"
"RHOJ","57381"
"HYDIN","54768"
"COL9A1","1297"
"OSBPL5","114879"
"CROCCP3","114819"
"MYCBPAP","84073"
"SELENOO","83642"
"GADD45B","4616"
"DZIP1L","199221"
"PTGDR","5729"
"CERNA1","100129973"
"PCDHGB8P","56120"
"TSPAN4","7106"
"PRORSD1P","344405"
"EPSTI1","94240"
"SLC16A13","201232"
"SLX1B","79008"
"FES","2242"
"PLCG1-AS1","101927117"
"FAAP100","80233"
"NAMA","100996569"
"SNORA111","106635546"
"LINC00707","100507127"
"LINC01266","101927215"
"TMEM154","201799"
"CIDEB","27141"
"HYI","81888"
"SLC22A6","9356"
"ADAMTS17","170691"
"LOXHD1","125336"
"MIR3151","100422992"
"GAS8","2622"
"MIAT","440823"
"POMT1","10585"
"ERBB2","2064"
"GLB1L3","112937"
"LOC105371485","105371485"
